dataset,study,arm,outcome,outcome_family,ate_pp,se_pp,n_arm,n_control,control_mean_pp,sd_pooled_pp,scale_lo,scale_hi,note
gligoric2025,main_ideology>=7,Norms,trust_all35occ,trust_scientists,0.9296101039996636,0.951644833038079,901,900,68.67129629629629,20.192956534929955,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,Norms,trust_climate_occ,trust_scientists,1.1289668846604428,1.773645638145596,460,441,63.89518770471153,26.610898134537237,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,Norms,trust_climatologists,trust_scientists,-1.1897467320261423,4.359509035033514,96,102,54.57516339869281,30.58626855713433,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ConservativeScientists,trust_all35occ,trust_scientists,0.6419578515166761,0.9458358780383124,884,900,68.67129629629629,19.97928521214325,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ConservativeScientists,trust_climate_occ,trust_scientists,0.0815627683893094,1.8243968318940225,411,441,63.89518770471153,26.614120775576517,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ConservativeScientists,trust_climatologists,trust_scientists,-1.3633578431372584,4.094322498072391,96,102,54.57516339869281,28.83063525291516,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,RespectableConservatives,trust_all35occ,trust_scientists,0.4792535709771191,0.9611814676907604,879,900,68.67129629629629,20.26899451975365,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,RespectableConservatives,trust_climate_occ,trust_scientists,1.1538709004329888,1.822618771856287,419,441,63.89518770471153,26.714028238566176,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,RespectableConservatives,trust_climatologists,trust_scientists,3.1045751633986964,4.126944099877711,102,102,54.57516339869281,29.472275917873866,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ValueBased,trust_all35occ,trust_scientists,0.1666666666666631,0.9555291946346932,900,900,68.67129629629629,20.26983519443736,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ValueBased,trust_climate_occ,trust_scientists,-1.5683978663743492,1.82078401941119,433,441,63.89518770471153,26.9089260971403,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,ValueBased,trust_climatologists,trust_scientists,2.308894572321677,4.071185285320854,115,102,54.57516339869281,29.99664409035135,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,Co-Benefit,trust_all35occ,trust_scientists,0.1661162911162842,0.9635259401490128,858,900,68.67129629629629,20.19727133126718,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,Co-Benefit,trust_climate_occ,trust_scientists,-1.2737009697496138,1.8283040021859251,423,441,63.89518770471153,26.856906367137487,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=7,Co-Benefit,trust_climatologists,trust_scientists,-1.9709967320261423,3.989752777437302,112,102,54.57516339869281,29.123493439818407,1.0,7.0,ideology>=7
gligoric2025,main_ideology>=8,Norms,trust_all35occ,trust_scientists,0.9187984170427952,1.0993847912338497,712,702,68.33155270655271,20.671631866803924,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,Norms,trust_climate_occ,trust_scientists,2.393455098934553,2.007925429110537,365,360,62.77777777777778,27.0310068358468,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,Norms,trust_climatologists,trust_scientists,-0.4834529505582274,4.803339594081025,76,88,53.88257575757576,30.529260504091923,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ConservativeScientists,trust_all35occ,trust_scientists,0.4793634727845219,1.0951533051426454,684,702,68.33155270655271,20.387825563061995,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ConservativeScientists,trust_climate_occ,trust_scientists,0.5957372466806424,2.098296767512995,318,360,62.77777777777778,27.24577950373453,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ConservativeScientists,trust_climatologists,trust_scientists,-1.4315953654188955,4.887938428941287,68,88,53.88257575757576,30.12132284871837,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,RespectableConservatives,trust_all35occ,trust_scientists,0.3457728748426388,1.1169430046280513,688,702,68.33155270655271,20.814551022308716,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,RespectableConservatives,trust_climate_occ,trust_scientists,1.285787321063392,2.102131316771262,326,360,62.77777777777778,27.45761744634031,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,RespectableConservatives,trust_climatologists,trust_scientists,1.745129870129869,4.743457524806236,77,88,53.88257575757576,30.298875095230887,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ValueBased,trust_all35occ,trust_scientists,0.519349477682803,1.0989044622313475,702,702,68.33155270655271,20.587968501197498,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ValueBased,trust_climate_occ,trust_scientists,-0.3817365269461081,2.0765450536213126,334,360,62.77777777777778,27.31575913205208,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,ValueBased,trust_climatologists,trust_scientists,5.032152924594779,4.58186819803676,86,88,53.88257575757576,30.203599085196373,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,Co-Benefit,trust_all35occ,trust_scientists,0.1792730739105241,1.115979358504582,662,702,68.33155270655271,20.59518454949907,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,Co-Benefit,trust_climate_occ,trust_scientists,-0.541922290388556,2.11661635624573,326,360,62.77777777777778,27.62944723717573,1.0,7.0,ideology>=8
gligoric2025,main_ideology>=8,Co-Benefit,trust_climatologists,trust_scientists,-2.445794148380361,4.577309167584456,87,88,53.88257575757576,30.26796085350577,1.0,7.0,ideology>=8
agley2021,RCT,infographic (post-only),trust_in_science_21item,trust_scientists,-0.002765306400343,1.0195335542904436,511,503,72.49850894632208,16.228069086731235,1.0,5.0,
agley2021,RCT,infographic (DiD),trust_in_science_21item,trust_scientists,0.6584544591550503,0.299093833266056,511,503,72.49850894632208,16.228069086731235,1.0,5.0,DiD pre/post; pre-measured outcome
agley2021,RCT,infographic,misinfo_belief_B1,belief,-0.2604891859277851,0.7452309486081078,513,504,3.7367724867724887,11.887390620331011,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_B3,belief,-1.7775921284693184,1.2108449077337593,513,504,8.73015873015873,19.29549642834164,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_B4,belief,-0.3127030539311256,1.884890387622932,513,504,27.08333333333333,30.04550935587291,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_B5,belief,-1.015849809709457,1.8702056366761708,513,504,19.014550264550262,29.817549616317237,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_B6,belief,1.2589343729694595,1.6245874116218408,513,504,15.27777777777778,25.91758236765912,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_B7,belief,-0.9067808409913688,1.6468473279251477,513,504,16.50132275132275,26.24996463003769,1.0,7.0,
agley2021,RCT,infographic,misinfo_belief_composite,belief,-0.5024134410099265,1.1553456760157153,513,504,15.057319223985887,18.419159823012667,1.0,7.0,
geiger2026_vdL2019,vdL2019 US,97% consensus message,consensus_post,consensus_perception,16.7871872371079,0.5386859903339613,3150,3151,67.63979688987622,21.380401934712506,0.0,100.0,"post-only, pre-measured"
geiger2026_vdL2019,vdL2019 US,97% consensus message (DiD),consensus_DiD,consensus_perception,16.195116188864205,0.4628829804426912,3150,3151,67.63979688987622,21.380401934712506,0.0,100.0,DiD; outcome pre-measured
geiger2026_vdL2019,vdL2019 US,97% consensus message,belief_post,belief,3.487822023381352,0.718638433073204,3150,3151,71.63916198455517,28.522429453102905,1.0,7.0,"post-only, pre-measured"
geiger2026_vdL2019,vdL2019 US,97% consensus message (DiD),belief_DiD,belief,2.165521552715272,0.3818643505528517,3150,3151,71.63916198455517,28.522429453102905,1.0,7.0,DiD; outcome pre-measured
geiger2026_vdL2019,vdL2019 US,97% consensus message,worry_post,concern,2.9552900129287942,0.7750340740037647,3150,3151,64.1637573923622,30.76069165484874,1.0,7.0,"post-only, pre-measured"
geiger2026_vdL2019,vdL2019 US,97% consensus message (DiD),worry_DiD,concern,1.557611308050354,0.3475193967573152,3150,3151,64.1637573923622,30.76069165484874,1.0,7.0,DiD; outcome pre-measured
geiger2026_vdL2019,vdL2019 US,97% consensus message,policy_post,policy,1.8792215224774664,0.6478651706682029,3150,3151,74.54776247064423,25.71340903338329,1.0,7.0,"post-only, pre-measured"
geiger2026_vdL2019,vdL2019 US,97% consensus message (DiD),policy_DiD,policy,1.2303241958558553,0.3508097061267372,3150,3151,74.54776247064423,25.71340903338329,1.0,7.0,DiD; outcome pre-measured
geiger2026_vdL2019,vdL2019 US no-parrot,"97% consensus (DiD, excl exact-97)",consensus_DiD,consensus_perception,9.538506942430772,0.5288228146299508,1877,3151,67.63979688987622,22.48796529816569,0.0,100.0,drops treat_97 parroters
geiger2026_vdL2019,vdL2019 US no-parrot,"97% consensus (DiD, excl exact-97)",belief_DiD,belief,1.5659424311785968,0.4623088569068462,1877,3151,71.63916198455517,28.69880235923722,1.0,7.0,drops treat_97 parroters
geiger2026_vdL2019,vdL2019 US no-parrot,"97% consensus (DiD, excl exact-97)",worry_DiD,concern,0.5070519526960656,0.4171916595862688,1877,3151,64.1637573923622,30.660374778204044,1.0,7.0,drops treat_97 parroters
geiger2026_vdL2019,vdL2019 US no-parrot,"97% consensus (DiD, excl exact-97)",policy_DiD,policy,0.5205571350372008,0.434689775510652,1877,3151,74.54776247064423,25.963038059216768,1.0,7.0,drops treat_97 parroters
geiger2026_vdL2019,vdL2019 Republican,97% consensus (DiD),consensus_DiD,consensus_perception,20.05130540267164,1.028452404805447,758,733,61.54433833560709,23.74300671063147,0.0,100.0,party subgroup
geiger2026_vdL2019,vdL2019 Republican,97% consensus (DiD),belief_DiD,belief,2.23975643022854,0.8423390293143194,758,733,57.642109788540246,32.633276339130326,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Republican,97% consensus (DiD),worry_DiD,concern,1.6140281501876002,0.7216267437514258,758,733,49.163255889040464,34.0467794678493,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Republican,97% consensus (DiD),policy_DiD,policy,1.59639612852028,0.7416478475873943,758,733,62.810368119599815,29.165515317153936,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Independent,97% consensus (DiD),consensus_DiD,consensus_perception,16.763027169428526,0.896790632881655,791,835,68.80718562874252,21.262275447146955,0.0,100.0,party subgroup
geiger2026_vdL2019,vdL2019 Independent,97% consensus (DiD),belief_DiD,belief,2.193618015632452,0.7190409123243532,791,835,71.17564844710579,28.606934731711107,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Independent,97% consensus (DiD),worry_DiD,concern,2.26410628678673,0.6544067082021502,791,835,64.06387219161677,30.331894228239552,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Independent,97% consensus (DiD),policy_DiD,policy,1.6193328544175871,0.6327046255639593,791,835,74.85429126347306,25.721869876481254,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Democrat,97% consensus (DiD),consensus_DiD,consensus_perception,13.084236947791164,0.7309666703367277,1080,996,72.6285140562249,18.834428357401386,0.0,100.0,party subgroup
geiger2026_vdL2019,vdL2019 Democrat,97% consensus (DiD),belief_DiD,belief,1.127584398947642,0.6183179779980595,1080,996,82.1787147657296,20.59759843467401,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Democrat,97% consensus (DiD),worry_DiD,concern,0.8599025682173144,0.594069747775959,1080,996,75.17068252342703,24.161236294610895,1.0,7.0,party subgroup
geiger2026_vdL2019,vdL2019 Democrat,97% consensus (DiD),policy_DiD,policy,0.966346905957162,0.5968234709931157,1080,996,82.35441759203479,19.943467559338732,1.0,7.0,party subgroup
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,consensus_perception,consensus_perception,6.802487394957994,1.67594067281477,119,125,87.416,13.264425692715331,0.0,100.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,belief_climate_change,belief,6.343977591036406,2.563429845935828,119,125,86.93333333333334,20.209152463083488,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,belief_human_causation,belief,2.0316659660921963,2.452223721012212,117,122,80.8743169398907,19.008083606794912,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,belief_crisis,belief,5.747899159663871,2.99641396409297,119,125,80.66666666666667,23.53934959243073,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,climate_worry,concern,3.8296918767507,3.713508722483073,119,125,70.4,29.12923214224256,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,climate_action_support,policy,3.8084033613445367,2.621089378863952,119,125,83.86666666666666,20.630454860586696,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg,scientist_trust,trust_scientists,0.9658263305322082,3.140944255846841,119,125,80.26666666666667,24.56876100050536,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,consensus_perception,consensus_perception,7.0246779661016925,1.6261415149774698,118,125,87.416,12.907820773443802,0.0,100.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,belief_climate_change,belief,5.157062146892659,2.703041757721212,118,125,86.93333333333334,21.21786830644763,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,belief_human_causation,belief,3.165231082708164,2.632817252393244,118,122,80.8743169398907,20.3875957179854,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,belief_crisis,belief,2.2429378531073407,3.2784162792867675,118,125,80.66666666666667,25.580483660825497,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,climate_worry,concern,3.0463276836158126,3.6914399756310696,118,125,70.4,28.93137809359652,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,climate_action_support,policy,2.574011299435034,2.8385419426046066,118,125,83.86666666666666,22.20473247245481,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg,scientist_trust,trust_scientists,2.219209039548028,3.1427716053538277,118,125,80.26666666666667,24.539627328500043,1.0,7.0,USA
geiger2026_Veckalov2024,Veckalov2024 USA,classic consensus msg (DiD),consensus_perception_DiD,consensus_perception,7.035899159663866,1.477614107917646,119,125,87.416,13.264425692715331,0.0,100.0,USA pretest subset
geiger2026_Veckalov2024,Veckalov2024 USA,updated consensus msg (DiD),consensus_perception_DiD,consensus_perception,4.4574915254237295,1.3824311424777571,118,125,87.416,12.907820773443802,0.0,100.0,USA pretest subset
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,consensus_perception,consensus_perception,6.500173716327765,0.34570035417457,3488,3512,85.19191343963554,14.475244964029985,0.0,100.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,belief_climate_change,belief,0.9065684799342518,0.4094096002400333,3488,3512,91.47684130599846,17.128373929779066,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,belief_human_causation,belief,1.8614530558929885,0.4841614582266944,3443,3464,82.17378752886836,20.122249250514503,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,belief_crisis,belief,1.1518829282564684,0.4979826423125846,3488,3512,86.15698557327259,20.832725435960857,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,climate_worry,concern,1.0455088887031243,0.6048800655314996,3488,3512,74.16951404707669,25.303953377030368,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,climate_action_support,policy,0.3777568215223681,0.4856519071836284,3488,3512,86.84510250569475,20.316039423207755,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg,scientist_trust,trust_scientists,-0.0460522420290783,0.5303468376413373,3488,3512,79.41818526955201,22.186720495325044,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,consensus_perception,consensus_perception,6.361247887271177,0.3349458775136712,3527,3512,85.19191343963554,14.04017071541169,0.0,100.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,belief_climate_change,belief,1.2601400757234742,0.3968079655646204,3527,3512,91.47684130599846,16.6426676275425,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,belief_human_causation,belief,1.9475114205108093,0.4886656201033637,3490,3464,82.17378752886836,20.372670776932377,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,belief_crisis,belief,0.8763761127684363,0.492579263301132,3527,3512,86.15698557327259,20.66215572481792,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,climate_worry,concern,0.913181350333773,0.6022116140350063,3527,3512,74.16951404707669,25.262069671546868,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,climate_action_support,policy,0.6513534058447826,0.4770715574892976,3527,3512,86.84510250569475,20.01157709436315,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg,scientist_trust,trust_scientists,0.7112920955363459,0.5200608541780286,3527,3512,79.41818526955201,21.81404432662344,1.0,7.0,all27
geiger2026_Veckalov2024,Veckalov2024 all27,classic consensus msg (DiD),consensus_perception_DiD,consensus_perception,6.691217268186663,0.2649335802421456,3488,3512,85.19191343963554,14.475244964029985,0.0,100.0,all27 pretest subset
geiger2026_Veckalov2024,Veckalov2024 all27,updated consensus msg (DiD),consensus_perception_DiD,consensus_perception,6.335205941410002,0.2755686813181153,3527,3512,85.19191343963554,14.04017071541169,0.0,100.0,all27 pretest subset
gatewaybelief,Exp1 Maertens2020,Consensus,PSC_T2_DiD,consensus_perception,8.399229691876752,1.5236517393141895,119,120,84.05833333333334,15.43135109952613,0.0,100.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Consensus,Belief_T2_DiD,belief,2.937675070028011,1.3170480188883802,119,120,86.80555555555554,20.13127510017448,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Consensus,HumanCausation_T2_DiD,belief,2.9516806722689077,1.057108671548819,119,120,73.61111111111111,23.26293601168979,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Consensus,Worry_T2_DiD,concern,-0.261437908496732,0.8195721225771143,119,120,74.44444444444444,27.664521089345524,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Consensus,SupportForAction_T2_DiD,policy,0.1400560224089636,1.1124400274164494,119,120,84.72222222222221,21.55952170833693,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Inoculation,PSC_T2_DiD,consensus_perception,8.3,1.275676986561626,120,120,84.05833333333334,17.28366381916767,0.0,100.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Inoculation,Belief_T2_DiD,belief,2.361111111111111,1.2102026548541185,120,120,86.80555555555554,21.246830195103414,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Inoculation,HumanCausation_T2_DiD,belief,4.861111111111111,1.2013296874496693,120,120,73.61111111111111,23.14886397897233,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Inoculation,Worry_T2_DiD,concern,3.055555555555556,1.1316381199510748,120,120,74.44444444444444,27.263505063953858,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Inoculation,SupportForAction_T2_DiD,policy,1.5277777777777777,1.2782115733425303,120,120,84.72222222222221,21.94091321208265,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Balanced,PSC_T2_DiD,consensus_perception,8.808333333333334,1.2290815025332051,120,120,84.05833333333334,15.177961595921994,0.0,100.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Balanced,Belief_T2_DiD,belief,0.5555555555555556,0.9853883741708304,120,120,86.80555555555554,19.855678708333425,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Balanced,HumanCausation_T2_DiD,belief,2.777777777777778,1.1357846377892755,120,120,73.61111111111111,21.99846498903136,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Balanced,Worry_T2_DiD,concern,0.6944444444444443,1.0730375752643737,120,120,74.44444444444444,27.476718209658603,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp1 Maertens2020,Balanced,SupportForAction_T2_DiD,policy,0.9722222222222222,1.030499588253283,120,120,84.72222222222221,21.83871930203761,1.0,7.0,T2 vs T1 DiD
gatewaybelief,Exp2 vdL2017,PieChartOnly,psc_T2_DiD,consensus_perception,19.414871358985256,1.2280455237527874,338,362,72.47790055248619,19.16932328492775,0.0,100.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,PieChartOnly,worry_T2_DiD,concern,1.935887557311562,0.842836546499368,337,362,58.977900552486176,32.24311951391746,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,PieChartOnly,action_T2_DiD,policy,2.389747948608977,0.7245150827040647,338,362,74.0791896869245,27.24873797633866,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie-Counter,psc_T2_DiD,consensus_perception,-0.7982640632847816,1.435758805591731,352,362,72.47790055248619,25.94704125123689,0.0,100.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie-Counter,worry_T2_DiD,concern,-0.3950066968022765,0.8578365368662495,352,362,58.977900552486176,31.921854617121657,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie-Counter,action_T2_DiD,policy,-2.2635714883643057,0.8131948733831198,352,362,74.0791896869245,27.13491023000016,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Indepthinoc-Counter,psc_T2_DiD,consensus_perception,12.38484544084745,1.2222200513085777,363,362,72.47790055248619,22.719742691811877,0.0,100.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Indepthinoc-Counter,worry_T2_DiD,concern,1.749539594843462,0.8644082168595136,362,362,58.977900552486176,32.694261647853835,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Indepthinoc-Counter,action_T2_DiD,policy,1.0128913443830572,0.7224424545571773,362,362,74.0791896869245,26.999179631548245,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,CounterOnly,psc_T2_DiD,consensus_perception,-9.296002931559364,1.3572845569797958,392,362,72.47790055248619,26.463028622490366,0.0,100.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,CounterOnly,worry_T2_DiD,concern,-2.3797778780020296,0.848290891531391,392,362,58.977900552486176,32.29387352018799,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,CounterOnly,action_T2_DiD,policy,-3.383508099372346,0.7511727748811031,392,362,74.0791896869245,27.04274912657182,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Inoc-Counter,psc_T2_DiD,consensus_perception,6.172724228726238,1.3712368618443345,363,362,72.47790055248619,23.48449205938624,0.0,100.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Inoc-Counter,worry_T2_DiD,concern,0.5616687837651707,0.8046533828926576,361,362,58.977900552486176,31.59454078828492,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
gatewaybelief,Exp2 vdL2017,Pie+Inoc-Counter,action_T2_DiD,policy,-0.3222836095764272,0.6715925068373009,363,362,74.0791896869245,25.96970598943945,1.0,7.0,T2 vs T1 DiD; post-misinfo for some arms
spampatti2023,Showdown USA,Scientific consensus,Affect_all,other,-4.765890522875814,4.149616979957422,72,68,60.8735294117647,24.5551893407885,0.0,100.0,vs passive control (cond 0)
spampatti2023,Showdown USA,Scientific consensus,Affect_sci,other,-4.473529411764716,4.114666312153226,72,68,61.04852941176471,24.34960120093348,0.0,100.0,vs passive control (cond 0)
spampatti2023,Showdown USA,Scientific consensus,CCB,belief,-2.600762528410938,4.453681226989667,72,68,66.95261438014707,26.33563086213046,1.0,5.0,vs passive control (cond 0)
